City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Fortuna,US,40.5982,-124.1573,54.0,93,1,10.36,clear sky
340,Kismayo,SO,-0.3582,42.5454,80.96,84,61,10.33,broken clouds
341,Ochakiv,UA,46.6128,31.5498,39.2,87,0,4.47,clear sky
342,Dongsheng,CN,39.8161,109.9776,45.19,58,100,6.98,light rain
343,Chapais,CA,49.7834,-74.8492,14.0,52,1,12.66,clear sky
344,Ballina,AU,-28.8667,153.5667,77.0,53,100,17.27,overcast clouds
345,Hvide Sande,DK,56.0045,8.1294,39.99,82,2,3.0,clear sky
346,Gerede,TR,40.8008,32.1969,31.03,95,100,1.48,overcast clouds
347,Monteagudo,BO,-19.8167,-63.9833,60.13,95,100,1.79,light rain
348,Ler,SS,8.3018,30.1418,81.68,34,85,0.72,overcast clouds
